peakChr,peakStart,peakEnd,peakLength,peakStrand,name,score,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS
chr11,9595277,9595600,324,*,NA,0,Promoter (<=1kb),11,9595228,9611313,16086,1,7465,uc001mhs.3,49
chr11,9595857,9596076,220,*,NA,0,Promoter (<=1kb),11,9596234,9611313,15080,1,7465,uc001mht.3,-158
chr11,9779543,9779705,163,*,NA,0,Promoter (<=1kb),11,9779840,9832866,53027,1,283104,uc001mhz.1,-135
chr11,9779543,9779705,163,*,NA,0,Promoter (<=1kb),11,9779840,9832866,53027,1,283104,uc001mhz.1,-135
chr11,10326926,10327249,324,*,NA,0,Promoter (<=1kb),11,10326642,10328923,2282,1,133,uc001mil.1,284
chr11,10829876,10830113,238,*,NA,0,Promoter (<=1kb),11,10818593,10830043,11451,2,1982,uc009ygf.3,0
chr11,10879236,10879556,321,*,NA,0,Promoter (<=1kb),11,10874251,10879366,5116,2,58486,uc009ygg.3,0
chr11,10879236,10879556,321,*,NA,0,Promoter (<=1kb),11,10874251,10879366,5116,2,58486,uc009ygg.3,0
chr11,10879236,10879556,321,*,NA,0,Promoter (<=1kb),11,10874251,10879366,5116,2,58486,uc009ygg.3,0
chr11,10880036,10880062,27,*,NA,0,Promoter (<=1kb),11,10879810,10900823,21014,1,729013,uc001mjm.2,226
chr11,10880036,10880062,27,*,NA,0,Promoter (<=1kb),11,10879810,10900823,21014,1,729013,uc001mjm.2,226
chr11,11642455,11642660,206,*,NA,0,Promoter (<=1kb),11,11292421,11643561,351141,2,374378,uc001mjo.2,901
chr11,12131616,12131832,217,*,NA,0,Promoter (<=1kb),11,12132138,12229916,97779,1,9645,uc001mjy.3,-306
chr11,12131616,12131832,217,*,NA,0,Promoter (<=1kb),11,12132138,12229916,97779,1,9645,uc001mjy.3,-306
chr11,12399354,12399677,324,*,NA,0,Promoter (<=1kb),11,12399026,12556903,157878,1,55742,uc001mki.4,328
chr11,12399354,12399677,324,*,NA,0,Promoter (<=1kb),11,12399026,12556903,157878,1,55742,uc001mki.4,328
chr11,12399354,12399677,324,*,NA,0,Promoter (<=1kb),11,12399026,12556903,157878,1,55742,uc001mki.4,328
chr11,12695565,12695811,247,*,NA,0,Promoter (<=1kb),11,12695969,12966284,270316,1,7003,uc021qdx.1,-158
chr11,12695565,12695811,247,*,NA,0,Promoter (<=1kb),11,12695969,12966284,270316,1,7003,uc021qdx.1,-158
chr11,12695565,12695811,247,*,NA,0,Promoter (<=1kb),11,12695969,12966284,270316,1,7003,uc021qdx.1,-158
chr11,12695565,12695811,247,*,NA,0,Promoter (<=1kb),11,12695969,12966284,270316,1,7003,uc021qdx.1,-158
chr11,12695565,12695811,247,*,NA,0,Promoter (<=1kb),11,12695969,12966284,270316,1,7003,uc021qdx.1,-158
chr11,12696020,12696147,128,*,NA,0,Promoter (<=1kb),11,12695969,12966284,270316,1,7003,uc021qdx.1,51
chr11,12696020,12696147,128,*,NA,0,Promoter (<=1kb),11,12695969,12966284,270316,1,7003,uc021qdx.1,51
chr11,13299466,13299735,270,*,NA,0,Promoter (<=1kb),11,13299325,13408812,109488,1,406,uc001mkt.3,141
chr11,14380308,14380631,324,*,NA,0,Promoter (<=1kb),11,14299466,14380729,81264,2,22800,uc010rco.2,98
chr11,14665130,14665183,54,*,NA,0,Promoter (<=1kb),11,14526422,14665180,138759,2,5682,uc001mll.3,0
chr11,14665130,14665183,54,*,NA,0,Promoter (<=1kb),11,14526422,14665180,138759,2,5682,uc001mll.3,0
chr11,14665130,14665183,54,*,NA,0,Promoter (<=1kb),11,14526422,14665180,138759,2,5682,uc001mll.3,0
chr11,14665356,14665453,98,*,NA,0,Promoter (<=1kb),11,14665269,14893604,228336,1,5140,uc010rcr.2,87
chr11,14665659,14665982,324,*,NA,0,Promoter (<=1kb),11,14665269,14893604,228336,1,5140,uc010rcr.2,390
chr11,14665659,14665982,324,*,NA,0,Promoter (<=1kb),11,14665269,14893604,228336,1,5140,uc010rcr.2,390
chr11,15095058,15095245,188,*,NA,0,Promoter (<=1kb),11,15095146,15100177,5032,1,797,uc001mlx.1,0
chr11,15095058,15095245,188,*,NA,0,Promoter (<=1kb),11,15095146,15100177,5032,1,797,uc001mlx.1,0
chr11,17035400,17035633,234,*,NA,0,Promoter (<=1kb),11,16800548,17035963,235416,2,144100,uc010rcu.1,330
chr11,17099756,17099780,25,*,NA,0,Promoter (<=1kb),11,17095939,17099220,3282,2,6207,uc001mmp.3,-536
chr11,17099756,17099780,25,*,NA,0,Promoter (<=1kb),11,17095939,17099220,3282,2,6207,uc001mmp.3,-536
chr11,17298287,17298366,80,*,NA,0,Promoter (<=1kb),11,17298286,17353070,54785,1,4925,uc001mmw.3,1
chr11,17298287,17298366,80,*,NA,0,Promoter (<=1kb),11,17298286,17353070,54785,1,4925,uc001mmw.3,1
chr11,17411005,17411191,187,*,NA,0,Promoter (<=1kb),11,17406796,17410878,4083,2,3767,uc001mnb.4,-127
chr11,18034817,18034849,33,*,NA,0,Promoter (<=1kb),11,17809597,18034637,225041,2,26297,uc009yhd.3,-180
chr11,18034817,18034849,33,*,NA,0,Promoter (<=1kb),11,17809597,18034637,225041,2,26297,uc009yhd.3,-180
chr11,18127296,18127593,298,*,NA,0,Promoter (<=1kb),11,18101890,18127638,25749,2,113174,uc001mnq.3,45
chr11,18343850,18344019,170,*,NA,0,Promoter (<=1kb),11,18343816,18388590,44775,1,2965,uc009yhm.2,34
chr11,18416147,18416438,292,*,NA,0,Promoter (<=1kb),11,18415936,18429765,13830,1,3939,uc021qep.1,211
chr11,18610162,18610485,324,*,NA,0,Promoter (<=1kb),11,18552950,18610293,57344,2,55293,uc001mot.4,0
chr11,18610162,18610485,324,*,NA,0,Promoter (<=1kb),11,18552950,18610293,57344,2,55293,uc001mot.4,0
chr11,19262901,19263190,290,*,NA,0,Promoter (<=1kb),11,19245610,19263167,17558,2,79733,uc001mpo.2,0
chr11,19262901,19263190,290,*,NA,0,Promoter (<=1kb),11,19245610,19263167,17558,2,79733,uc001mpo.2,0
chr11,19262901,19263190,290,*,NA,0,Promoter (<=1kb),11,19245610,19263167,17558,2,79733,uc001mpo.2,0
chr11,19734031,19734131,101,*,NA,0,Promoter (<=1kb),11,19734881,20143147,408267,1,89797,uc001mpr.4,-750
chr11,19734031,19734131,101,*,NA,0,Promoter (<=1kb),11,19734881,20143147,408267,1,89797,uc001mpr.4,-750
chr11,19734460,19734753,294,*,NA,0,Promoter (<=1kb),11,19734881,20143147,408267,1,89797,uc001mpr.4,-128
chr11,20385306,20385629,324,*,NA,0,Promoter (<=1kb),11,20385403,20389200,3798,1,10553,uc001mpy.4,0
chr11,20385306,20385629,324,*,NA,0,Promoter (<=1kb),11,20385403,20389200,3798,1,10553,uc001mpy.4,0
chr11,27493717,27494040,324,*,NA,0,Promoter (<=1kb),11,27387508,27494334,106827,2,55366,uc001mrj.4,294
chr11,27493717,27494040,324,*,NA,0,Promoter (<=1kb),11,27387508,27494334,106827,2,55366,uc001mrj.4,294
chr11,27528053,27528263,211,*,NA,0,Promoter (<=1kb),11,27515965,27528326,12362,2,55327,uc001mrl.3,63
chr11,30606802,30607023,222,*,NA,0,Promoter (<=1kb),11,30406040,30607930,201891,2,744,uc001msq.3,907
chr11,30606802,30607023,222,*,NA,0,Promoter (<=1kb),11,30406040,30607930,201891,2,744,uc001msq.3,907
chr11,30606802,30607023,222,*,NA,0,Promoter (<=1kb),11,30406040,30607930,201891,2,744,uc001msq.3,907
chr11,31391162,31391243,82,*,NA,0,Promoter (<=1kb),11,30964749,31391357,426609,2,341019,uc001msu.2,114
chr11,31391162,31391243,82,*,NA,0,Promoter (<=1kb),11,30964749,31391357,426609,2,341019,uc001msu.2,114
chr11,31531535,31531590,56,*,NA,0,Promoter (<=1kb),11,31531297,31805329,274033,1,26610,uc010rdz.2,238
chr11,31831934,31832257,324,*,NA,0,Promoter (<=1kb),11,31806340,31832215,25876,2,5080,uc001mtd.4,0
chr11,31831934,31832257,324,*,NA,0,Promoter (<=1kb),11,31806340,31832215,25876,2,5080,uc001mtd.4,0
chr11,31831934,31832257,324,*,NA,0,Promoter (<=1kb),11,31806340,31832215,25876,2,5080,uc001mtd.4,0
chr11,31831934,31832257,324,*,NA,0,Promoter (<=1kb),11,31806340,31832215,25876,2,5080,uc001mtd.4,0
chr11,31834405,31834728,324,*,NA,0,Promoter (<=1kb),11,31806340,31833731,27392,2,5080,uc021qfl.1,-674
chr11,31834405,31834728,324,*,NA,0,Promoter (<=1kb),11,31806340,31833731,27392,2,5080,uc021qfl.1,-674
chr11,32112448,32112747,300,*,NA,0,Promoter (<=1kb),11,32112477,32127272,14796,1,5954,uc010reb.2,0
chr11,32112448,32112747,300,*,NA,0,Promoter (<=1kb),11,32112477,32127272,14796,1,5954,uc010reb.2,0
chr11,32112911,32113234,324,*,NA,0,Promoter (<=1kb),11,32112477,32127272,14796,1,5954,uc010reb.2,434
chr11,32851308,32851624,317,*,NA,0,Promoter (<=1kb),11,32851481,32879669,28189,1,79056,uc001mtx.3,0
chr11,32851308,32851624,317,*,NA,0,Promoter (<=1kb),11,32851481,32879669,28189,1,79056,uc001mtx.3,0
chr11,32851308,32851624,317,*,NA,0,Promoter (<=1kb),11,32851481,32879669,28189,1,79056,uc001mtx.3,0
chr11,32851531,32851854,324,*,NA,0,Promoter (<=1kb),11,32851481,32879669,28189,1,79056,uc001mtx.3,50
chr11,33037525,33037848,324,*,NA,0,Promoter (<=1kb),11,33037728,33055128,17401,1,91614,uc001muc.3,0
chr11,33037525,33037848,324,*,NA,0,Promoter (<=1kb),11,33037728,33055128,17401,1,91614,uc001muc.3,0
chr11,33037525,33037848,324,*,NA,0,Promoter (<=1kb),11,33037728,33055128,17401,1,91614,uc001muc.3,0
chr11,33060896,33060917,22,*,NA,0,Promoter (<=1kb),11,33060963,33095109,34147,1,55346,uc001mud.3,-46
chr11,33061347,33061670,324,*,NA,0,Promoter (<=1kb),11,33061561,33095109,33549,1,55346,uc010rei.2,0
chr11,34073915,34074078,164,*,NA,0,Promoter (<=1kb),11,34073904,34124157,50254,1,4076,uc001mvi.2,11
chr11,34074347,34074376,30,*,NA,0,Promoter (<=1kb),11,34074528,34124157,49630,1,4076,uc001mvj.1,-152
chr11,34074347,34074376,30,*,NA,0,Promoter (<=1kb),11,34074528,34124157,49630,1,4076,uc001mvj.1,-152
chr11,34378690,34379013,324,*,NA,0,Promoter (<=1kb),11,34172534,34379555,207022,2,25841,uc001mvl.2,542
chr11,34378690,34379013,324,*,NA,0,Promoter (<=1kb),11,34172534,34379555,207022,2,25841,uc001mvl.2,542
chr11,34378690,34379013,324,*,NA,0,Promoter (<=1kb),11,34172534,34379555,207022,2,25841,uc001mvl.2,542
chr11,34379455,34379488,34,*,NA,0,Promoter (<=1kb),11,34172534,34379555,207022,2,25841,uc001mvl.2,67
chr11,34380064,34380111,48,*,NA,0,Promoter (<=1kb),11,34172534,34379555,207022,2,25841,uc001mvl.2,-509
chr11,34380064,34380111,48,*,NA,0,Promoter (<=1kb),11,34172534,34379555,207022,2,25841,uc001mvl.2,-509
chr11,34460153,34460300,148,*,NA,0,Promoter (<=1kb),11,34460472,34493607,33136,1,847,uc001mvm.3,-172
chr11,34460153,34460300,148,*,NA,0,Promoter (<=1kb),11,34460472,34493607,33136,1,847,uc001mvm.3,-172
chr11,34460532,34460823,292,*,NA,0,Promoter (<=1kb),11,34460472,34493607,33136,1,847,uc001mvm.3,60
chr11,34937465,34937788,324,*,NA,0,Promoter (<=1kb),11,34937677,35017675,79999,1,8050,uc001mvt.3,0
chr11,34937465,34937788,324,*,NA,0,Promoter (<=1kb),11,34937677,35017675,79999,1,8050,uc001mvt.3,0
chr11,35639961,35640284,324,*,NA,0,Promoter (<=1kb),11,35639735,35642421,2687,1,24147,uc001mwh.3,226
chr11,35639961,35640284,324,*,NA,0,Promoter (<=1kb),11,35639735,35642421,2687,1,24147,uc001mwh.3,226
chr11,35639961,35640284,324,*,NA,0,Promoter (<=1kb),11,35639735,35642421,2687,1,24147,uc001mwh.3,226
chr11,35640211,35640534,324,*,NA,0,Promoter (<=1kb),11,35639735,35642421,2687,1,24147,uc001mwh.3,476
chr11,35684289,35684612,324,*,NA,0,Promoter (<=1kb),11,35684353,35830930,146578,1,54765,uc001mwi.2,0
chr11,35684289,35684612,324,*,NA,0,Promoter (<=1kb),11,35684353,35830930,146578,1,54765,uc001mwi.2,0
chr11,35684506,35684829,324,*,NA,0,Promoter (<=1kb),11,35684353,35830930,146578,1,54765,uc001mwi.2,153
chr11,35684506,35684829,324,*,NA,0,Promoter (<=1kb),11,35684353,35830930,146578,1,54765,uc001mwi.2,153
chr11,43702396,43702596,201,*,NA,0,Promoter (<=1kb),11,43702143,43878169,176027,1,51144,uc001mxq.4,253
chr11,43702396,43702596,201,*,NA,0,Promoter (<=1kb),11,43702143,43878169,176027,1,51144,uc001mxq.4,253
chr11,43702396,43702596,201,*,NA,0,Promoter (<=1kb),11,43702143,43878169,176027,1,51144,uc001mxq.4,253
chr11,43963858,43964181,324,*,NA,0,Promoter (<=1kb),11,43964106,43965433,1328,1,387763,uc010rfl.2,0
chr11,43963858,43964181,324,*,NA,0,Promoter (<=1kb),11,43964106,43965433,1328,1,387763,uc010rfl.2,0
chr11,43964781,43965104,324,*,NA,0,Promoter (<=1kb),11,43964106,43965433,1328,1,387763,uc010rfl.2,675
chr11,44087653,44087693,41,*,NA,0,Promoter (<=1kb),11,44087729,44105569,17841,1,84680,uc009yks.1,-36
chr11,44087653,44087693,41,*,NA,0,Promoter (<=1kb),11,44087729,44105569,17841,1,84680,uc009yks.1,-36
chr11,44087653,44087693,41,*,NA,0,Promoter (<=1kb),11,44087729,44105569,17841,1,84680,uc009yks.1,-36
chr11,44087850,44087976,127,*,NA,0,Promoter (<=1kb),11,44087812,44105569,17758,1,84680,uc001mxx.2,38
chr11,44117260,44117583,324,*,NA,0,Promoter (<=1kb),11,44117099,44266980,149882,1,2132,uc009ykt.3,161
chr11,44117260,44117583,324,*,NA,0,Promoter (<=1kb),11,44117099,44266980,149882,1,2132,uc009ykt.3,161
chr11,44117260,44117583,324,*,NA,0,Promoter (<=1kb),11,44117099,44266980,149882,1,2132,uc009ykt.3,161
chr11,44586628,44586721,94,*,NA,0,Promoter (<=1kb),11,44587141,44641315,54175,1,3732,uc001myc.3,-420
chr11,44586628,44586721,94,*,NA,0,Promoter (<=1kb),11,44587141,44641315,54175,1,3732,uc001myc.3,-420
chr11,44972138,44972461,324,*,NA,0,Promoter (<=1kb),11,44953899,44972608,18710,2,9537,uc001myk.3,147
chr11,44972138,44972461,324,*,NA,0,Promoter (<=1kb),11,44953899,44972608,18710,2,9537,uc001myk.3,147
chr11,44972138,44972461,324,*,NA,0,Promoter (<=1kb),11,44953899,44972608,18710,2,9537,uc001myk.3,147
chr11,44972138,44972461,324,*,NA,0,Promoter (<=1kb),11,44953899,44972608,18710,2,9537,uc001myk.3,147
chr11,44972138,44972461,324,*,NA,0,Promoter (<=1kb),11,44953899,44972608,18710,2,9537,uc001myk.3,147
chr11,44972138,44972461,324,*,NA,0,Promoter (<=1kb),11,44953899,44972608,18710,2,9537,uc001myk.3,147
chr11,45168883,45169081,199,*,NA,0,Promoter (<=1kb),11,45168894,45246639,77746,1,56981,uc031qaa.1,0
chr11,45168883,45169081,199,*,NA,0,Promoter (<=1kb),11,45168894,45246639,77746,1,56981,uc031qaa.1,0
chr11,45686577,45686900,324,*,NA,0,Promoter (<=1kb),11,45669239,45687206,17968,2,8534,uc001mys.2,306
chr11,45869393,45869574,182,*,NA,0,Promoter (<=1kb),11,45868957,45904799,35843,1,1408,uc010rgn.2,436
chr11,45939079,45939402,324,*,NA,0,Promoter (<=1kb),11,45931220,45939674,8455,2,9409,uc001nbt.3,272
chr11,45939079,45939402,324,*,NA,0,Promoter (<=1kb),11,45931220,45939674,8455,2,9409,uc001nbt.3,272
chr11,45939079,45939402,324,*,NA,0,Promoter (<=1kb),11,45931220,45939674,8455,2,9409,uc001nbt.3,272
chr11,45943741,45944064,324,*,NA,0,Promoter (<=1kb),11,45944243,45950647,6405,1,120071,uc001nbx.1,-179
chr11,46142822,46142940,119,*,NA,0,Promoter (<=1kb),11,45950870,46142985,192116,2,51317,uc001ncb.4,45
chr11,46142822,46142940,119,*,NA,0,Promoter (<=1kb),11,45950870,46142985,192116,2,51317,uc001ncb.4,45
chr11,46142822,46142940,119,*,NA,0,Promoter (<=1kb),11,45950870,46142985,192116,2,51317,uc001ncb.4,45
chr11,46142822,46142940,119,*,NA,0,Promoter (<=1kb),11,45950870,46142985,192116,2,51317,uc001ncb.4,45
chr11,46143496,46143702,207,*,NA,0,Promoter (<=1kb),11,45967391,46142985,175595,2,51317,uc001nce.2,-511
chr11,46143496,46143702,207,*,NA,0,Promoter (<=1kb),11,45967391,46142985,175595,2,51317,uc001nce.2,-511
chr11,46143496,46143702,207,*,NA,0,Promoter (<=1kb),11,45967391,46142985,175595,2,51317,uc001nce.2,-511
chr11,46615511,46615558,48,*,NA,0,Promoter (<=1kb),11,46417962,46615619,197658,2,55626,uc001ncv.3,61
chr11,46639139,46639161,23,*,NA,0,Promoter (<=1kb),11,46638826,46697568,58743,1,9776,uc010rgv.2,313
chr11,46722409,46722601,193,*,NA,0,Promoter (<=1kb),11,46722644,46727466,4823,1,79797,uc010rgw.2,-43
chr11,46722755,46722890,136,*,NA,0,Promoter (<=1kb),11,46722644,46727466,4823,1,79797,uc010rgw.2,111
chr11,46722755,46722890,136,*,NA,0,Promoter (<=1kb),11,46722644,46727466,4823,1,79797,uc010rgw.2,111
chr11,46722755,46722890,136,*,NA,0,Promoter (<=1kb),11,46722644,46727466,4823,1,79797,uc010rgw.2,111
chr11,46723030,46723078,49,*,NA,0,Promoter (<=1kb),11,46722644,46727466,4823,1,79797,uc010rgw.2,386
chr11,46867532,46867803,272,*,NA,0,Promoter (<=1kb),11,46765084,46867859,102776,2,9793,uc001ndi.2,56
chr11,47208779,47208895,117,*,NA,0,Promoter (<=1kb),11,47199073,47208010,8938,2,29763,uc001ndy.3,-769
chr11,47208779,47208895,117,*,NA,0,Promoter (<=1kb),11,47199073,47208010,8938,2,29763,uc001ndy.3,-769
chr11,47290758,47290980,223,*,NA,0,Promoter (<=1kb),11,47290927,47351582,60656,1,8567,uc001neq.2,0
chr11,47290758,47290980,223,*,NA,0,Promoter (<=1kb),11,47290927,47351582,60656,1,8567,uc001neq.2,0
chr11,47429721,47429904,184,*,NA,0,Promoter (<=1kb),11,47430046,47438051,8006,1,91252,uc001nff.4,-142
chr11,47546117,47546265,149,*,NA,0,Promoter (<=1kb),11,47487489,47545540,58052,2,10658,uc001nfk.2,-577
chr11,47574606,47574674,69,*,NA,0,Promoter (<=1kb),11,47487489,47574792,87304,2,10658,uc001nfn.3,118
chr11,47600396,47600493,98,*,NA,0,Promoter (<=1kb),11,47593749,47600521,6773,2,55709,uc001nfx.3,28
chr11,47600396,47600493,98,*,NA,0,Promoter (<=1kb),11,47593749,47600521,6773,2,55709,uc001nfx.3,28
chr11,47600670,47600719,50,*,NA,0,Promoter (<=1kb),11,47593749,47600567,6819,2,55709,uc001nfz.3,-103
chr11,47600670,47600933,264,*,NA,0,Promoter (<=1kb),11,47593749,47600567,6819,2,55709,uc001nfz.3,-103
chr11,47600670,47600933,264,*,NA,0,Promoter (<=1kb),11,47593749,47600567,6819,2,55709,uc001nfz.3,-103
chr11,47737008,47737018,11,*,NA,0,Promoter (<=1kb),11,47681143,47736928,55786,2,79841,uc001ngg.3,-80
chr11,47737008,47737018,11,*,NA,0,Promoter (<=1kb),11,47681143,47736928,55786,2,79841,uc001ngg.3,-80
chr11,47737008,47737018,11,*,NA,0,Promoter (<=1kb),11,47681143,47736928,55786,2,79841,uc001ngg.3,-80
chr11,47788458,47788765,308,*,NA,0,Promoter (<=1kb),11,47738069,47788664,50596,2,23360,uc001ngj.3,0
chr11,47869680,47870003,324,*,NA,0,Promoter (<=1kb),11,47799670,47870057,70388,2,23279,uc001ngm.3,54
chr11,47869680,47870003,324,*,NA,0,Promoter (<=1kb),11,47799670,47870057,70388,2,23279,uc001ngm.3,54
chr11,48002232,48002555,324,*,NA,0,Promoter (<=1kb),11,48002110,48192394,190285,1,5795,uc001ngp.4,122
chr11,57282909,57283232,324,*,NA,0,Promoter (<=1kb),11,57252004,57283192,31189,2,8501,uc001nkl.3,0
chr11,57335264,57335587,324,*,NA,0,Promoter (<=1kb),11,57319128,57335180,16053,2,9246,uc001nkn.2,-84
chr11,57335264,57335587,324,*,NA,0,Promoter (<=1kb),11,57319128,57335180,16053,2,9246,uc001nkn.2,-84
chr11,57335264,57335587,324,*,NA,0,Promoter (<=1kb),11,57319128,57335180,16053,2,9246,uc001nkn.2,-84
chr11,57434542,57434761,220,*,NA,0,Promoter (<=1kb),11,57435474,57468659,33186,1,25921,uc001nkx.1,-713
chr11,57434542,57434761,220,*,NA,0,Promoter (<=1kb),11,57435474,57468659,33186,1,25921,uc001nkx.1,-713
chr11,57435485,57435770,286,*,NA,0,Promoter (<=1kb),11,57435474,57468659,33186,1,25921,uc001nky.1,11
chr11,58939720,58940043,324,*,NA,0,Promoter (<=1kb),11,58939812,58976060,36249,1,23220,uc001nns.2,0
chr11,59522963,59523188,226,*,NA,0,Promoter (<=1kb),11,59522532,59573355,50824,1,6809,uc010rky.2,431
chr11,59577845,59577865,21,*,NA,0,Promoter (<=1kb),11,59573608,59578345,4738,2,54948,uc001noh.2,480
chr11,59577845,59577865,21,*,NA,0,Promoter (<=1kb),11,59573608,59578345,4738,2,54948,uc001noh.2,480
chr11,59578079,59578209,131,*,NA,0,Promoter (<=1kb),11,59573608,59578345,4738,2,54948,uc001noh.2,136
chr11,59578079,59578209,131,*,NA,0,Promoter (<=1kb),11,59573608,59578345,4738,2,54948,uc001noh.2,136
chr11,59578079,59578209,131,*,NA,0,Promoter (<=1kb),11,59573608,59578345,4738,2,54948,uc001noh.2,136
chr11,60691544,60691701,158,*,NA,0,Promoter (<=1kb),11,60691913,60704631,12719,1,54972,uc001nqi.3,-212
chr11,60691974,60692206,233,*,NA,0,Promoter (<=1kb),11,60691913,60704631,12719,1,54972,uc001nqj.3,61
chr11,60928800,60929123,324,*,NA,0,Promoter (<=1kb),11,60897728,60928916,31189,2,55048,uc001nqv.1,0
chr11,61129027,61129087,61,*,NA,0,Promoter (<=1kb),11,61129473,61136055,6583,1,51524,uc010rli.2,-386
chr11,61129027,61129087,61,*,NA,0,Promoter (<=1kb),11,61129473,61136055,6583,1,51524,uc010rli.2,-386
chr11,61129460,61129698,239,*,NA,0,Promoter (<=1kb),11,61129473,61136055,6583,1,51524,uc010rli.2,0
chr11,61159853,61160155,303,*,NA,0,Promoter (<=1kb),11,61159865,61166335,6471,1,51259,uc001nrn.2,0
chr11,61159853,61160155,303,*,NA,0,Promoter (<=1kb),11,61159865,61166335,6471,1,51259,uc001nrn.2,0
chr11,61159853,61160155,303,*,NA,0,Promoter (<=1kb),11,61159865,61166335,6471,1,51259,uc001nrn.2,0
chr11,61275725,61276003,279,*,NA,0,Promoter (<=1kb),11,61276068,61276129,62,1,100616470,uc021qkg.1,-65
chr11,61275725,61276003,279,*,NA,0,Promoter (<=1kb),11,61276068,61276129,62,1,100616470,uc021qkg.1,-65
chr11,61277032,61277258,227,*,NA,0,Promoter (<=1kb),11,61276272,61278490,2219,1,390205,uc010rlk.2,760
chr11,61348744,61348944,201,*,NA,0,Promoter (<=1kb),11,61281188,61348344,67157,2,9066,uc009ynr.3,-400
chr11,61348744,61348944,201,*,NA,0,Promoter (<=1kb),11,61281188,61348344,67157,2,9066,uc009ynr.3,-400
chr11,61348744,61348944,201,*,NA,0,Promoter (<=1kb),11,61281188,61348344,67157,2,9066,uc009ynr.3,-400
chr11,61348744,61348944,201,*,NA,0,Promoter (<=1kb),11,61281188,61348344,67157,2,9066,uc009ynr.3,-400
chr11,61519946,61520269,324,*,NA,0,Promoter (<=1kb),11,61520121,61555989,35869,1,745,uc001nsc.1,0
chr11,61519946,61520269,324,*,NA,0,Promoter (<=1kb),11,61520121,61555989,35869,1,745,uc001nsc.1,0
chr11,61519946,61520269,324,*,NA,0,Promoter (<=1kb),11,61520121,61555989,35869,1,745,uc001nsc.1,0
chr11,61519946,61520269,324,*,NA,0,Promoter (<=1kb),11,61520121,61555989,35869,1,745,uc001nsc.1,0
chr11,61519946,61520269,324,*,NA,0,Promoter (<=1kb),11,61520121,61555989,35869,1,745,uc001nsc.1,0
chr11,61519946,61520269,324,*,NA,0,Promoter (<=1kb),11,61520121,61555989,35869,1,745,uc001nsc.1,0
chr11,61560405,61560670,266,*,NA,0,Promoter (<=1kb),11,61560109,61564714,4606,1,2237,uc001nsg.3,296
chr11,61584044,61584367,324,*,NA,0,Promoter (<=1kb),11,61567097,61584529,17433,2,3992,uc010rlm.2,162
chr11,61584044,61584367,324,*,NA,0,Promoter (<=1kb),11,61567097,61584529,17433,2,3992,uc010rlm.2,162
chr11,61584044,61584367,324,*,NA,0,Promoter (<=1kb),11,61567097,61584529,17433,2,3992,uc010rlm.2,162
chr11,61596252,61596422,171,*,NA,0,Promoter (<=1kb),11,61595713,61634825,39113,1,9415,uc001nsl.1,539
chr11,61734713,61734829,117,*,NA,0,Promoter (<=1kb),11,61731757,61735132,3376,2,2495,uc001nsu.3,303
chr11,61891531,61891772,242,*,NA,0,Promoter (<=1kb),11,61891445,61920635,29191,1,3619,uc001nsx.1,86
chr11,62314782,62314879,98,*,NA,0,Promoter (<=1kb),11,62283374,62314332,30959,2,79026,uc001ntl.3,-450
chr11,62340976,62341293,318,*,NA,0,Promoter (<=1kb),11,62327073,62341460,14388,2,1937,uc001ntm.1,167
chr11,62340976,62341293,318,*,NA,0,Promoter (<=1kb),11,62327073,62341460,14388,2,1937,uc001ntm.1,167
chr11,62340976,62341293,318,*,NA,0,Promoter (<=1kb),11,62327073,62341460,14388,2,1937,uc001ntm.1,167
chr11,62340976,62341293,318,*,NA,0,Promoter (<=1kb),11,62327073,62341460,14388,2,1937,uc001ntm.1,167
chr11,62340976,62341293,318,*,NA,0,Promoter (<=1kb),11,62327073,62341460,14388,2,1937,uc001ntm.1,167
chr11,62341746,62341938,193,*,NA,0,Promoter (<=1kb),11,62327073,62341460,14388,2,1937,uc001ntm.1,-286
chr11,62379319,62379459,141,*,NA,0,Promoter (<=1kb),11,62369691,62379068,9378,2,256364,uc001nts.1,-251
chr11,62379897,62380220,324,*,NA,0,Promoter (<=1kb),11,62380213,62382592,2380,1,6094,uc001ntv.3,0
chr11,62420636,62420725,90,*,NA,0,Promoter (<=1kb),11,62414320,62420774,6455,2,80789,uc001nud.3,49
chr11,62432862,62432979,118,*,NA,0,Promoter (<=1kb),11,62432894,62433042,149,1,692158,uc009yoa.1,0
chr11,62432862,62432979,118,*,NA,0,Promoter (<=1kb),11,62432894,62433042,149,1,692158,uc009yoa.1,0
chr11,62439144,62439467,324,*,NA,0,Promoter (<=1kb),11,62430289,62439241,8953,2,79081,uc001nuf.3,0
chr11,62495644,62495882,239,*,NA,0,Promoter (<=1kb),11,62495584,62506108,10525,1,283237,uc001nux.3,60
chr11,62495644,62495882,239,*,NA,0,Promoter (<=1kb),11,62495584,62506108,10525,1,283237,uc001nux.3,60
chr11,62495644,62495882,239,*,NA,0,Promoter (<=1kb),11,62495584,62506108,10525,1,283237,uc001nux.3,60
chr11,62529095,62529418,324,*,NA,0,Promoter (<=1kb),11,62529011,62534187,5177,1,5436,uc001nva.3,84
chr11,62529095,62529418,324,*,NA,0,Promoter (<=1kb),11,62529011,62534187,5177,1,5436,uc001nva.3,84
