gene.ids,gene.symb
51073,MRPL4
7087,ICAM5
125950,RAVER1
5141,PDE4A
53637,S1PR5
84971,ATG4D
1032,CDKN2D
57153,SLC44A2
3609,ILF3
81890,QTRT1
10498,CARM1
90580,TIMM29
6597,SMARCA4
3949,LDLR
147841,SPC24
25959,KANK2
57572,DOCK6
2057,EPOR
115950,ZNF653
51295,ECSIT
199692,ZNF627
55552,ZNF823
126068,ZNF441
90576,ZNF799
163051,ZNF709
163050,ZNF564
79002,TRIR
3726,JUNB
10535,RNASEH2A
22983,MAST1
1777,DNASE2
2193,FARSA
811,CALR
5886,RAD23A
90480,GADD45GIP1
199699,DAND5
81576,CCDC130
5989,RFX1
113230,MISP3
90378,SAMD1
5566,PRKACA
10212,DDX39A
5585,PKN1
10755,GIPC1
3337,DNAJB1
6511,SLC1A6
4854,NOTCH3
23476,BRD4
10270,AKAP8
58525,WIZ
7171,TPM4
4218,RAB8A
8907,AP1M1
10365,KLF2
58513,EPS15L1
10523,CHERP
79939,SLC35E1
9441,MED26
79041,TMEM38A
23309,SIN3B
27151,CPAMD8
93323,HAUS8
55850,USE1
2063,NR2F6
126549,ANKLE1
79575,ABHD8
64981,MRPL34
79016,DDA1
57719,ANO8
84705,GTPBP3
25796,PGLS
79709,COLGALT1
55201,MAP1S
23149,FCHO1
6142,RPL18A
27106,ARRDC2
5296,PIK3R2
84769,MPV17L2
5864,RAB3A
5143,PDE4C
3727,JUND
54858,PGPEP1
170463,SSBP4
51477,ISYNA1
23770,FKBP8
55049,REX1BD
25789,TMEM59L
5976,UPF1
11316,COPE
9454,HOMER3
10147,SUGP2
284439,SLC25A42
54929,TMEM161A
8625,RFXANK
51079,NDUFA13
148113,CILP2
57130,ATP13A1
94039,ZNF101
7561,ZNF14
163227,ZNF100
171392,ZNF675
9534,ZNF254
7386,UQCRFS1
342865,VSTM2B
10775,POP4
83636,C19orf12
898,CCNE1
8725,URI1
22847,ZNF507
147991,DPY19L3
9141,PDCD5
84079,ANKRD27
390916,NUDT19
85415,RHPN2
4037,LRP3
1050,CEBPA
80054,CEBPA-DT
1054,CEBPG
64377,CHST8
79047,KCTD15
26065,LSM14A
9710,KIAA0355
2821,GPI
84306,PDCD2L
10054,UBA2
126374,WTIP
339318,ZNF181
126375,ZNF792
57655,GRAMD1A
163175,LGI4
51599,LSR
93099,DMKN
495,ATP4A
9757,KMT2B
55957,LIN37
148137,PROSER3
115703,ARHGAP33
84807,NFKBID
84964,ALKBH6
284403,WDR62
22835,ZFP30
23094,SIPA1L3
199720,GGN
147965,FAM98C
81,ACTN4
147968,CAPN12
3191,HNRNPL
115290,FBXO17
126433,FBXO27
10298,PAK4
54623,PAF1
64857,PLEKHG2
6217,RPS16
163126,EID2
9149,DYRK1B
4294,MAP3K10
148014,TTC9B
208,AKT2
645,BLVRB
92799,SHKBP1
9253,NUMBL
80271,ITPKC
641649,TMEM91
7040,TGFB1
6223,RPS19
9138,ARHGEF1
100422980,MIR4323
2931,GSK3A
2077,ERF
284339,TMEM145
126299,ZNF428
56006,SMG9
7733,ZNF180
5817,PVR
602,BCL3
5819,NECTIN2
10452,TOMM40
5971,RELB
162979,ZNF296
284352,PPP1R37
147700,KLC3
10848,PPP1R13L
10849,CD3EAP
2354,FOSB
7408,VASP
2828,GPR4
24139,EML2
147912,SIX5
1760,DMPK
1762,DMWD
3171,FOXA3
26145,IRF2BP1
339344,MYPOP
4858,NOVA2
729440,CCDC61
83987,CCDC8
100506012,PPP5D1
25865,PRKD2
29888,STRN4
6510,SLC1A5
4861,NPAS1
54958,TMEM160
23211,ZC3H4
100422899,MIR3190
100422832,MIR3191
27113,BBC3
255783,INAFM1
11133,KPTN
29998,BICRA
6415,SELENOW
9266,CYTH2
56848,SPHK2
1628,DBP
57664,PLEKHA4
23645,PPP1R15A
581,BAX
94027,CGB7
64130,LIN7B
55150,C19orf73
57030,SLC17A7
406942,MIR150
57479,PRR12
6237,RRAS
58506,SCAF1
3661,IRF3
3276,PRMT1
160,AP2A1
53635,PTOV1
84335,AKT1S1
79784,MYH14
4606,MYBPC2
284361,EMC10
126119,JOSD2
93650,ACP4
147645,VSIG10L
2109,ETFB
90317,ZNF616
90321,ZNF766
91663,MYADM
5582,PRKCG
4849,CNOT3
147798,TMC4
114823,LENG8
94059,LENG9
112724,RDH13
54776,PPP1R12C
7137,TNNI3
6861,SYT5
84922,FIZ1
147807,ZNF524
51157,ZNF580
51545,ZNF581
29903,CCDC106
29924,EPN1
126208,ZNF787
388566,ZNF470
9422,ZNF264
390980,ZNF805
10794,ZNF460
7565,ZNF17
256051,ZNF549
90233,ZNF551
100128398,LOC100128398
10782,ZNF274
162968,ZNF497
116412,ZNF837
100616168,MIR4754
201514,ZNF584
25799,ZNF324
10155,TRIM28
27243,CHMP2A
9040,UBE2M
100131691,MZF1-AS1
285016,ALKAL2
129787,TMEM18
54221,SNTG2
7837,PXDN
55256,ADI1
246243,RNASEH1
100506054,RNASEH1-AS1
9781,RNF144A
57498,KIDINS220
129642,MBOAT2
8853,ASAP2
9270,ITGB1BP1
285148,IAH1
29841,GRHL1
8462,KLF11
6241,RRM2
3241,HPCAL1
4953,ODC1
245973,ATP6V1C2
10130,PDIA6
9475,ROCK2
1876,E2F6
23175,LPIN1
1653,DDX1
4613,MYCN
3790,KCNS3
57665,RDH14
57539,WDR35
6382,SDC1
23369,PUM2
388,RHOB
64342,HS1BP3
114818,KLHL29
165324,UBXN2A
9540,TP53I3
375190,FAM228B
50618,ITSN2
79172,CENPO
109,ADCY3
22979,EFR3B
1788,DNMT3A
1838,DTNB
10890,RAB10
56896,DPYSL5
100128731,OST4
10669,CGREF1
84696,ABHD1
790,CAD
7781,SLC30A3
130557,ZNF513
29959,NRBP1
64838,FNDC4
11321,GPN1
9577,BABAM2
2355,FOSL2
5500,PPP1CB
23160,WDR43
79745,CLIP4
238,ALK
51646,YPEL5
81606,LBH
79623,GALNT14
84661,DPY30
57448,BIRC6
4052,LTBP1
25940,FAM98A
51232,CRIM1
9637,FEZ2
6801,STRN
100505876,CEBPZOS
55471,NDUFAF7
10602,CDC42EP3
1545,CYP1B1
64225,ATL2
92906,HNRNPLL
6432,SRSF7
6654,SOS1
8491,MAP4K3
80745,THUMPD2
6546,SLC8A1
91461,PKDCC
9167,COX7A2L
170850,KCNG3
57504,MTA3
678,ZFP36L2
100129726,LINC01126
10128,LRPPRC
9581,PREPL
10736,SIX2
5581,PRKCE
2034,EPAS1
23433,RHOQ
5281,PIGF
9655,SOCS5
57217,TTC7A
285051,STPG4
56660,KCNK12
2956,MSH6
80204,FBXO11
3344,FOXN2
23198,PSME4
98,ACYP2
6711,SPTBN1
57142,RTN4
57223,PPP4R3B
114800,CCDC85A
53335,BCL11A
400957,LINC01185
5966,REL
5194,PEX13
84542,KIAA1841
130872,AHSA2P
84140,FAM161A
10678,B3GNT2
23301,EHBP1
5013,OTX1
51542,VPS54
57162,PELI1
9792,SERTAD2
6509,SLC1A4
23177,CEP68
10097,ACTR2
54465,ETAA1
116143,WDR92
5534,PPP3R1
25927,CNRIP1
200558,APLF
84168,ANTXR1
2673,GFPT1
22848,AAK1
307,ANXA4
4084,MXD1
400960,PCBP1-AS1
5093,PCBP1
100133985,LINC01816
84908,FAM136A
25806,VAX2
113419,TEX261
55577,NAGK
27332,ZNF638
8291,DYSF
56603,CYP26B1
23233,EXOC6B
2016,EMX1
94097,SFXN5
26056,RAB11FIP5
10574,CCT7
1961,EGR4
7840,ALMS1
388962,BOLA3
55233,MOB1A
10797,MTHFD2
1639,DCTN1
6242,RTKN
64427,TTC31
84759,PCGF1
27429,HTRA2
1796,DOK1
84695,LOXL3
84141,EVA1A
9801,MRPL19
6936,GCFC2
129293,TRABD2A
9168,TMSB10
56888,KCMF1
83439,TCF7L1
10618,TGOLN2
4144,MAT2A
51255,RNF181
129303,TMEM150A
84913,ATOH8
8869,ST3GAL5
65055,REEP1
55818,KDM3A
51652,CHMP3
7844,RNF103
51315,KRCC1
9451,EIF2AK3
22934,RPIA
64969,MRPS5
151,ADRA2B
56910,STARD7
55654,TMEM127
23020,SNRNP200
150771,ITPRIPL1
23397,NCAPH
10865,ARID5A
26504,CNNM4
26505,CNNM3
54910,SEMA4C
375248,ANKRD36
10120,ACTR1B
23505,TMEM131
11320,MGAT4A
343990,KIAA1211L
51455,REV1
164832,LONRF2
9486,CHST10
6160,RPL31
55571,CNOT11
284996,RNF149
200407,CREG2
9448,MAP4K4
3554,IL1R1
6549,SLC9A2
84804,MFSD9
5455,POU3F3
9392,TGFBRAP1
2274,FHL2
8440,NCK2
80146,UXS1
165055,CCDC138
344558,SH3RF3
151011,SEPTIN10
65124,SOWAHC
10018,BCL2L11
64682,ANAPC1
84910,TMEM87B
150465,TTL
84172,POLR1B
6574,SLC20A1
80255,SLC35F5
10096,ACTR3
200373,CFAP221
80775,TMEM177
5775,PTPN4
57669,EPB41L5
5899,RALB
3625,INHBB
2736,GLI2
29842,TFCP2L1
7247,TSN
2995,GYPC
274,BIN1
55679,LIMS2
55339,WDR33
79595,SAP130
9394,HS6ST1
80097,MZT2B
26469,PTPN18
205147,AMER3
130074,FAM168B
2863,GPR39
116372,LYPD1
81615,TMEM163
905,CCNT2
22930,RAB3GAP1
1615,DARS1
79712,GTDC1
9839,ZEB2
92,ACVR2A
55777,MBD5
26122,EPC2
130576,LYPD6B
130574,LYPD6
375287,RBM43
9111,NMI
55183,RIF1
26225,ARL5A
785,CACNB4
114793,FMNL2
151188,ARL6IP6
56475,RPRM
130399,ACVR1C
90,ACVR1
8502,PKP4
151525,WDSUB1
29994,BAZ2B
64844,MARCHF7
5937,RBMS1
1803,DPP4
55137,FIGN
22837,COBLL1
79809,TTC21B
6335,SCN9A
27347,STK39
253782,CERS6
4036,LRP2
9360,PPIG
493911,PHOSPHO2
151230,KLHL23
6741,SSB
29081,METTL5
130507,UBR3
389058,SP5
100505695,NA
26003,GORASP2
9874,TLK1
79828,METTL8
8604,SLC25A12
1745,DLX1
3655,ITGA6
5163,PDK1
51776,MAP3K20
83879,CDCA7
6670,SP3
100131390,SP9
151556,GPR155
7456,WIPF1
100126350,MIR933
518,ATP5MC3
3239,HOXD13
3237,HOXD11
3234,HOXD8
100506783,HOXD-AS2
401022,HAGLR
10651,MTX2
375295,LINC01116
220988,HNRNPA3
4780,NFE2L2
100130691,LOC100130691
8540,AGPS
114880,OSBPL6
65977,PLEKHA3
151126,ZNF385B
57703,CWC22
10477,UBE2E3
375298,CERKL
10787,NCKAP1
91752,ZNF804A
3685,ITGAV
84128,WDR75
30061,SLC40A1
5378,PMS1
84281,C2orf88
3628,INPP1
54842,MFSD6
2744,GLS
6772,STAT1
4430,MYO1B
23671,TMEFF2
9262,STK17B
57520,HECW2
80055,PGAP1
91526,ANKRD44
5334,PLCL1
23314,SATB2
348751,FTCDNL1
205327,C2orf69
129450,TYW5
26010,SPATS2L
130535,KCTD18
9689,BZW1
8837,CFLAR
66008,TRAK2
55437,STRADB
65062,TMEM237
8324,FZD7
7341,SUMO1
150864,FAM117B
130026,ICA1L
10152,ABI2
65059,RAPH1
117583,PARD3B
8828,NRP2
54891,INO80D
57683,ZDBF2
8745,ADAM23
8609,KLF7
151194,METTL21A
7855,FZD5
6120,RPE
2066,ERBB4
22807,IKZF2
580,BARD1
471,ATIC
55686,MREG
3485,IGFBP2
64114,TMBIM1
25953,PNKD
375307,CATIP
58190,CTDSP1
8941,CDK5R2
79840,NHEJ1
79137,RETREG2
130617,ZFAND2B
79065,ATG9A
3300,DNAJB2
406944,MIR153-1
23549,DNPEP
55515,ASIC4
130612,TMEM198
23363,OBSL1
2043,EPHA4
151278,CCDC140
130367,SGPP2
2181,ACSL3
130340,AP1S3
5270,SERPINE2
8452,CUL3
84236,RHBDD1
1285,COL4A3
654841,MFF-DT
92737,DNER
9320,TRIP12
51719,CAB39
5707,PSMD1
5757,PTMA
64708,COPS7B
4880,NPPC
129563,DIS3L2
9470,EIF4E2
80303,EFHD1
26058,GIGYF2
55054,ATG16L1
23677,SH3BP4
116987,AGAP1
2637,GBX2
9208,LRRFIP1
140739,UBE2F
377007,KLHL30
80895,ILKAP
55502,HES6
8864,PER2
26146,TRAF3IP1
51665,ASB1
4705,NDUFA10
2817,GPC1
51281,ANKMY1
57140,RNPEPL1
11132,CAPN10
25992,SNED1
3069,HDLBP
4735,SEPTIN2
9855,FARP2
10494,STK25
100379249,BOK-AS1
51078,THAP4
23192,ATG4B
1841,DTYMK
84289,ING5
728294,D2HGDH
6666,SOX12
10616,RBCK1
128637,TBC1D20
1457,CSNK2A1
140809,SRXN1
83541,FAM110A
642636,RAD21L1
100528031,FKBP1A-SDCBP2
55968,NSFL1C
140901,STK35
79175,ZNF343
10528,NOP56
3420,IDH3B
57593,EBF4
64773,PCED1A
5786,PTPRA
64949,MRPS26
9762,LZTS3
3704,ITPA
83959,SLC4A11
25943,C20orf194
8455,ATRN
1059,CENPB
55317,AP5S1
57506,MAVS
80025,PANK2
54498,SMOX
5621,PRNP
8760,CDS2
56255,TMX4
5332,PLCB4
182,JAG1
22903,BTBD3
140862,ISM1
631,BFSP1
11034,DSTN
6238,RRBP1
27131,SNX5
100303755,PET117
7692,ZNF133
92675,DTD1
51126,NAA20
3642,INSM1
22803,XRN2
644524,NKX2-4
63908,NAPB
1471,CST3
84532,ACSS1
955,ENTPD6
5834,PYGB
9837,GINS1
22981,NINL
140838,NANP
26152,ZNF337
724033,MIR663A
100874042,HM13-AS1
3397,ID1
128853,DUSP15
9777,TM9SF4
5326,PLAGL2
9371,KIF3B
171023,ASXL1
140688,NOL4L
1789,DNMT3B
22919,MAPRE1
6640,SNTA1
9139,CBFA2T2
84905,ZNF341
128866,CHMP4B
22913,RALY
191,AHCY
83737,ITCH
58476,TP53INP2
23054,NCOA6
26133,TRPC4AP
101410538,MMP24OS
3692,EIF6
11190,CEP250
51614,ERGIC3
10137,RBM12
51230,PHF20
647979,NORAD
2036,EPB41L1
60436,TGIF2
55969,RAB5IF
140710,SOGA1
140699,MROH8
63905,MANBAL
6714,SRC
128434,VSTM2L
7052,TGM2
388796,SNHG17
128439,SNHG11
57148,RALGAPB
79913,ACTR5
26051,PPP1R16B
9935,MAFB
7150,TOP1
5335,PLCG1
64900,LPIN3
90187,EMILIN3
84181,CHD6
6431,SRSF6
26013,L3MBTL1
4605,MYBL2
79183,TTPAL
11142,PKIG
100,ADA
140730,RIMS4
10953,TOMM34
6385,SDC4
55861,DBNDD2
51604,PIGT
116092,DNTTIP1
90203,SNX21
140831,ZSWIM3
140825,NEURL2
63935,PCIF1
63925,ZNF335
57727,NCOA5
64405,CDH22
51006,SLC35C2
63916,ELMO2
23613,ZMYND8
8202,NCOA3
55959,SULF2
57580,PREX1
6780,STAU1
441951,ZFAS1
3745,KCNB1
55905,RNF114
6615,SNAI1
7335,UBE2V1
1051,CEBPB
5770,PTPN1
140876,RIPOR3
84612,PARD6B
55653,BCAS4
23394,ADNP
3755,KCNG1
55734,ZFP64
1591,CYP24A1
5203,PFDN4
7022,TFAP2C
655,BMP7
8480,RAE1
55544,RBM38
56937,PMEPA1
57403,RAB22A
9217,VAPB
2778,GNAS
51497,NELFCD
514,ATP5F1E
116154,PHACTR3
1002,CDH4
6874,TAF4
5688,PSMA7
26039,SS18L1
26164,MTG2
11255,HRH3
9885,OSBPL2
11047,ADRM1
3911,LAMA5
6227,RPS21
28231,SLCO4A1
55257,MRGBP
11054,OGFR
10732,TCFL5
11083,DIDO1
54994,GID8
128408,BHLHE23
768097,HAR1B
406909,MIR124-3
54915,YTHDF1
55738,ARFGAP1
3785,KCNQ2
1917,EEF1A2
79144,PPDPF
5753,PTK6
26205,GMEB2
50861,STMN3
100533107,RTEL1-TNFRSF6B
84619,ZGPAT
10139,ARFRP1
56731,SLC2A4RG
140685,ZBTB46
7165,TPD52L2
54963,UCKL1
57473,ZNF512B
6919,TCEA2
10287,RGS19
198437,LKAAEAR1
8204,NRIP1
29761,USP25
54149,C21orf91
140578,CHODL
58494,JAM2
522,ATP5PF
351,APP
7074,TIAM1
6647,SOD1
30811,HUNK
9875,URB1
59271,EVA1C
8867,SYNJ1
100506215,PAXBP1-AS1
94104,PAXBP1
116448,OLIG1
3455,IFNAR2
3454,IFNAR1
3460,IFNGR2
757,TMEM50B
29980,DONSON
6453,ITSN1
64968,MRPS6
6526,SLC5A3
3753,KCNE1
1827,RCAN1
861,RUNX1
100506428,CBR3-AS1
23515,MORC3
8208,CHAF1B
6493,SIM2
3141,HLCS
51227,PIGP
1859,DYRK1A
2114,ETS2
8624,PSMG1
54014,BRWD1
3150,HMGN1
7485,GET1
150082,LCA5L
25825,BACE2
63977,PRDM15
49854,ZBTB21
9619,ABCG1
54020,SLC37A1
10785,WDR4
4731,NDUFV3
5316,PKNOX1
875,CBS
7307,U2AF1
150094,SIK1
8566,PDXK
1476,CSTB
56894,AGPAT3
7109,TRAPPC10
5822,PWP2
8209,GATD3A
326,AIRE
7327,UBE2G2
6612,SUMO3
104,ADARB1
80781,COL18A1
1291,COL6A1
1292,COL6A2
54059,YBEY
54058,C21orf58
5116,PCNT
23181,DIP2A
23765,IL17RA
27439,TMEM121B
27440,HDHD5
100130717,HDHD5-AS1
23786,BCL2L13
57553,MICAL3
8214,DGCR6
5625,PRODH
26220,DGCR5
9993,DGCR2
6576,SLC25A1
8218,CLTCL1
7290,HIRA
128977,C22orf39
100526833,SEPT5-GP1BB
79680,RTL10
1312,COMT
421,ARVCF
128989,TANGO2
54487,DGCR8
29801,ZDHHC8
65078,RTN4R
85359,DGCR6L
7625,ZNF74
91179,SCARF2
84861,KLHL22
5297,PI4KA
9342,SNAP29
1399,CRKL
150209,AIFM3
8216,LZTR1
7332,UBE2L3
150223,YDJC
23753,SDF2L1
100126318,MIR301B
29799,YPEL1
5594,MAPK1
9647,PPM1F
96610,BMS1P20
9609,RAB36
613,BCR
150244,ZDHHC8P1
91316,GUSBP11
7621,ZNF70
400916,CHCHD10
4320,MMP11
6598,SMARCB1
4282,MIF
23523,CABIN1
56241,SUSD2
23384,SPECC1L
83606,GUCD1
388886,LRRC75B
129049,SGSM1
23544,SEZ6L
57168,ASPHD2
8459,TPST2
440823,MIAT
4330,MN1
23760,PITPNB
23331,TTC28
150275,CCDC117
100874123,ZNRF3-AS1
2130,EWSR1
10634,GAS2L1
10633,RASL10A
4771,NF2
8897,MTMR3
3976,LIF
652968,CASTOR1
550631,CCDC157
200312,RNF215
339665,SLC35E4
23762,OSBP2
22880,MORC2
55000,TUG1
50487,PLA2G3
113791,PIK3IP1
23598,PATZ1
4733,DRG1
56478,EIF4ENIF1
253143,PRR14L
9681,DEPDC5
7533,YWHAH
10739,RFPL2
9215,LARGE1
10042,HMGXB4
10043,TOM1
3162,HMOX1
4174,MCM5
23551,RASD2
23543,RBFOX2
4627,MYH9
80020,FOXRED2
5816,PVALB
7263,TST
114794,ELFN2
29775,CARD10
11135,CDC42EP1
26088,GGA1
23616,SH3BP1
57026,PDXP
3956,LGALS1
11078,TRIOBP
3005,H1-0
23464,GCAT
129138,ANKRD54
85377,MICALL1
9463,PICK1
23764,MAFF
25829,TMEM184B
1454,CSNK1E
400927,TPTEP2
3761,KCNJ4
11015,KDELR3
10521,DDX17
11144,DMC1
9929,JOSD1
9567,GTPBP1
25777,SUN2
10126,DNAL4
23467,NPTXR
23466,CBX6
60489,APOBEC3G
5155,PDGFB
6122,RPL3
9145,SYNGR1
4248,MGAT3
23112,TNRC6B
27352,SGSM3
57591,MRTFA
100302237,MIR1281
5905,RANGAP1
23264,ZC3H7B
10766,TOB2
2547,XRCC6
4809,SNU13
79879,CCDC134
6721,SREBF2
440829,SHISA8
115650,TNFRSF13C
55964,SEPTIN3
388906,OGFRP1
27341,RRP7A
91695,RRP7BP
84271,POLDIP3
1727,CYB5R3
26286,ARFGAP3
25809,TTLL1
638,BIK
27349,MCAT
706,TSPO
23170,TTLL12
758,MPPED1
25830,SULT4A1
80339,PNPLA3
25813,SAMM50
84247,RTL6
55615,PRR5
553158,PRR5-ARHGAP8
112885,PHF21B
100506714,NUP50-DT
23313,KIAA0930
55007,FAM118A
2192,FBLN1
25814,ATXN10
7477,WNT7B
730668,LOC730668
55267,PRR34
5465,PPARA
150383,CDPF1
55020,TTC38
55687,TRMU
9620,CELSR1
9889,ZBED4
79174,CRELD2
415116,PIM3
56666,PANX2
80305,TRABD
83642,SELENOO
85378,TUBGCP6
6300,MAPK12
5600,MAPK11
23654,PLXNB2
414918,DENND6B
6305,SBF1
29781,NCAPH2
9997,SCO2
113730,KLHDC7B
1120,CHKB
100144603,CHKB-DT
23542,MAPK8IP2
85358,SHANK3
51185,CRBN
6419,SETMAR
8553,BHLHE40
55207,ARL8B
9695,EDEM1
440944,THUMPD3-AS1
55209,SETD5
151835,CPNE9
7862,BRPF1
4968,OGG1
8536,CAMK1
10093,ARPC4
285367,RPUSD3
84522,JAGN1
78987,CRELD1
401052,NA
9797,TATDN2
3269,HRH1
9686,VGLL4
132001,TAMM41
6854,SYN2
5468,PPARG
80746,TSEN2
5894,RAF1
9922,IQSEC1
23225,NUP210
79885,HDAC11
131474,CHCHD4
79188,TMEM43
7508,XPC
100505641,FGD5-AS1
64432,MRPS25
64145,RBSN
23473,CAPN7
9467,SH3BP5
23243,ANKRD28
23180,RFTN1
9779,TBC1D5
5868,RAB5A
7325,UBE2E2
7324,UBE2E1
6138,RPL15
9975,NR1D2
7068,THRB
100616448,NA
7155,TOP2B
55768,NGLY1
9497,SLC4A7
152100,CMC1
64343,AZI2
645206,LINC00693
7048,TGFBR2
201595,STT3B
344787,ZNF860
23171,GPD1L
152189,CMTM8
51143,DYNC1LI1
131405,TRIM71
2720,GLB1
10491,CRTAP
26032,SUSD5
25827,FBXL2
7342,UBP1
23122,CLASP2
10015,PDCD6IP
9209,LRRFIP2
9943,OXSR1
93,ACVR2B
100128640,ACVR2B-AS1
9941,EXOG
57599,WDR48
64651,CSRNP1
440952,EIF1B-AS1
9045,RPL14
285268,ZNF621
1499,CTNNB1
54986,ULK4
9117,SEC22C
51188,SS18L2
92999,ZBTB47
57467,HHATL
1238,ACKR2
729085,GASK1A
84892,POMGNT2
54861,SNRK
55129,ANO10
51099,ABHD5
353274,ZNF445
7584,ZNF35
131616,TMEM42
25907,TMEM158
54716,SLC6A20
259173,ALS2CL
5745,PTH1R
23218,NBEAL2
29072,SETD2
285352,KIF9-AS1
25930,PTPN23
22937,SCAP
10675,CSPG5
6599,SMARCC1
22907,DHX30
4134,MAP4
993,CDC25A
10201,NME6
5364,PLXNB1
84126,ATRIP
51246,SHISA5
5210,PFKFB4
7384,UQCRC1
1951,CELSR3
51517,NCKIPSD
5576,PRKAR2A
788,SLC25A20
55152,DALRD3
25915,NDUFAF3
3615,IMPDH2
54870,QRICH1
10869,USP19
64925,CCDC71
200942,KLHDC8B
387,RHOA
1605,DAG1
327,APEH
29925,GMPPB
389119,INKA1
79012,CAMKV
10180,RBM6
6405,SEMA3F
2771,GNAI2
7866,IFRD2
11186,RASSF1
11070,TMEM115
9254,CACNA2D2
51409,HEMK1
7867,MAPKAPK3
1795,DOCK3
7873,MANF
29890,RBM15B
9730,DCAF1
51368,TEX264
9136,RRP9
57060,PCBP4
100526760,ABHD14A-ACY1
6159,RPL29
1849,DUSP7
211,ALAS1
132160,PPM1M
80335,WDR82
64943,NT5DC2
55193,PBRM1
28972,SPCS1
55830,GLT8D1
100526772,STIMATE-MUSTN1
51460,SFMBT1
91869,RFT1
5580,PRKCD
7086,TKT
776,CACNA1D
55349,CHDH
55799,CACNA2D3
7474,WNT5A
26059,ERC2
23272,TASOR
50650,ARHGEF3
54756,IL17RD
26060,APPL1
201627,DENND6A
54899,PXK
200845,KCTD6
200844,C3orf67
2272,FHIT
5793,PTPRG
57415,C3orf14
80145,THOC7
100507098,ADAMTS9-AS2
9223,MAGI1
115286,SLC25A26
26018,LRIG1
8801,SUCLG2
151647,TAFA4
285203,EOGT
9039,UBA3
27086,FOXP1
317649,EIF4E3
2850,GPR27
60675,PROK2
23429,RYBP
727936,GXYLT2
151987,PPP4R2
23024,PDZRN3
100131827,ZNF717
2632,GBE1
389136,VGLL3
5627,PROS1
285220,EPHA6
84864,RIOX2
1371,CPOX
10402,ST3GAL6
131566,DCBLD2
11259,FILIP1L
56954,NIT2
348801,LNP1
10342,TFG
57337,SENP7
57092,PCNP
214,ALCAM
868,CBLB
344595,DUBR
55081,IFT57
9666,DZIP3
90102,PHLDB2
55032,SLC35A5
91653,BOC
152185,SPICE1
205717,USF3
54762,GRAMD1C
26137,ZBTB20
152404,IGSF11
56983,POGLUT1
2932,GSK3B
2804,GOLGB1
3836,KPNA1
79663,HSPBAP1
84925,SLC49A4
54437,SEMA5B
111,ADCY5
201562,HACD2
8997,KALRN
3693,ITGB5
57493,HEG1
114885,OSBPL11
100125556,FAM86JP
54946,SLC41A3
28999,KLF15
79364,ZXDC
166012,CHST13
114112,TXNRD3
84303,CHCHD6
131601,TPRA1
4171,MCM2
50512,PODXL2
80325,ABTB1
11343,MGLL
8607,RUVBL1
60678,EEFSEC
2624,GATA2
6184,RPN1
7879,RAB7A
7555,CNBP
56941,HMCES
339942,H1FX-AS1
8971,H1-10
23129,PLXND1
23023,TMCC1
131870,NUDT16
348808,NPHP3-AS1
55573,CDV3
6259,RYK
80254,CEP63
2047,EPHB1
5523,PPP2R3A
55167,MSL2
10274,STAG1
4690,NCK1
199221,DZIP1L
25852,ARMC8
347736,NME9
22808,MRAS
55179,FAIM
64084,CLSTN2
92369,SPSB4
92370,PXYLP1
253461,ZBTB38
5922,RASA2
483,ATP1B3
7029,TFDP2
545,ATR
7220,TRPC1
26577,PCOLCE2
344838,PAQR9
9435,CHST2
5352,PLOD2
57088,PLSCR4
185,AGTR1
2992,GYG1
100128025,WWTR1-AS1
646903,LOC646903
6478,SIAH2
116931,MED12L
401093,MBNL1-AS1
5028,P2RY1
5912,RAP2B
285315,C3orf33
8833,GMPS
730091,LINC00886
389170,LEKR1
100498859,LINC00881
100505385,IQCJ-SCHIP1
3592,IL12A
401097,C3orf80
10051,SMC4
3840,KPNA4
8706,B3GALNT1
51068,NMD3
11235,PDCD10
27333,GOLIM4
2122,MECOM
55892,MYNN
100128164,LOC100128164
26996,GPR160
80012,PHC3
6498,SKIL
23043,TNIK
64778,FNDC3B
1894,ECT2
79718,TBL1XR1
64393,ZMAT3
51193,ZNF639
59345,GNB4
4711,NDUFB5
8975,USP13
151613,TTC14
6657,SOX2
23200,ATP11B
84002,B3GNT5
55689,YEATS2
55486,PARL
10057,ABCC5
1857,DVL3
1173,AP2M1
94032,CAMK2N2
5708,PSMD2
1181,CLCN2
285382,C3orf70
10644,IGF2BP2
6434,TRA2B
2119,ETV5
5984,RFC4
152137,CCDC50
151963,MB21D2
647323,LINC02026
401106,LINC00884
93109,TMEM44
10188,TNK2
7037,TFRC
5130,PCYT1A
26043,UBXN7
200933,FBXO45
375387,NRROS
54965,PIGX
5062,PAK2
205564,SENP5
80235,PIGZ
100507057,MELTF-AS1
4241,MELTF
622,BDH1
84248,FYTTD1
348840,ANKRD18DP
100129917,LOC100129917
10815,CPLX1
1609,DGKQ
3425,IDUA
10861,SLC26A1
53834,FGFRL1
1487,CTBP1
92070,CTBP1-DT
10296,MAEA
57654,UVSSA
152877,FAM53A
7884,SLBP
2261,FGFR3
7468,NSD2
401115,C4orf48
339983,NAT8L
79441,HAUS3
10608,MXD4
57732,ZFYVE28
402160,CFAP99
6047,RNF4
79155,TNIP2
6452,SH3BP2
118,ADD1
317648,NOP14-AS1
8602,NOP14
3064,HTT
152,ADRA2C
27065,NSG1
53407,STX18
4487,MSX1
55351,STK32B
1400,CRMP1
5522,PPP2R2C
